Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Daily Return,MA50,MA200
2012-09-20,6.186,6.3,6.136,6.18,6.18,4562000,2012,2012-09,-0.004830917874396157,5.94196,6.20265
2012-09-21,6.22,6.298,5.908,6.004,6.004,9350000,2012,2012-09,-0.028478964401294493,5.93124,6.1978
2012-09-24,5.902,6.206,5.88,6.132,6.132,6509500,2012,2012-09,0.02131912058627594,5.91688,6.19427
2012-09-25,5.724,5.896,5.506,5.532,5.532,28402000,2012,2012-09,-0.09784735812133072,5.883680000000001,6.191039999999999
2012-09-26,5.532,5.68,5.496,5.508,5.508,7636000,2012,2012-09,-0.004338394793926281,5.86044,6.18754
2012-09-27,5.564,5.708,5.52,5.698,5.698,8793000,2012,2012-09,0.034495279593318884,5.8458,6.18562
2012-09-28,5.746,5.978,5.722,5.856,5.856,21717000,2012,2012-09,0.027729027729027633,5.83384,6.18545
2012-10-01,5.9,5.978,5.8,5.832,5.832,4422000,2012,2012-10,-0.004098360655737654,5.82332,6.18608
2012-10-02,5.856,5.978,5.8,5.96,5.96,3645000,2012,2012-10,0.021947873799725626,5.8198799999999995,6.18726
2012-10-03,5.95,5.99,5.848,5.86,5.86,5264000,2012,2012-10,-0.016778523489932806,5.8177200000000004,6.18856
2012-10-04,6.0,6.02,5.73,5.88,5.88,7706500,2012,2012-10,0.0034129692832762792,5.81952,6.1902099999999995
2012-10-05,5.94,5.962,5.736,5.778,5.778,4693000,2012,2012-10,-0.0173469387755103,5.822560000000001,6.1912
2012-10-08,5.772,5.88,5.722,5.85,5.85,4448500,2012,2012-10,0.012461059190031154,5.82152,6.19288
2012-10-09,5.824,5.824,5.65,5.674,5.674,5965000,2012,2012-10,-0.030085470085469912,5.8256000000000006,6.193479999999999
2012-10-10,5.678,5.744,5.602,5.68,5.68,2518000,2012,2012-10,0.0010574550581599063,5.82952,6.19398
2012-10-11,5.788,5.796,5.65,5.664,5.664,2253000,2012,2012-10,-0.0028169014084507005,5.8378000000000005,6.1937299999999995
2012-10-12,5.664,5.746,5.5,5.528,5.528,4938000,2012,2012-10,-0.02401129943502822,5.843959999999999,6.19286
2012-10-15,5.604,5.61,5.372,5.466,5.466,7343500,2012,2012-10,-0.011215629522431159,5.8442,6.191460000000001
2012-10-16,5.534,5.618,5.468,5.612,5.612,2396500,2012,2012-10,0.026710574460300007,5.8433600000000006,6.1909600000000005
2012-10-17,5.65,5.768,5.56,5.764,5.764,3340000,2012,2012-10,0.02708481824661435,5.83764,6.191700000000001
2012-10-18,5.798,5.798,5.556,5.608,5.608,3705000,2012,2012-10,-0.0270645385149203,5.8334399999999995,6.19203
2012-10-19,5.566,5.64,5.46,5.548,5.548,5137000,2012,2012-10,-0.010699001426533461,5.826759999999999,6.1926499999999995
2012-10-22,5.598,5.6,5.472,5.57,5.57,2351000,2012,2012-10,0.003965392934390799,5.8184000000000005,6.19359
2012-10-23,5.476,5.712,5.474,5.678,5.678,3745000,2012,2012-10,0.019389587073608494,5.80728,6.194730000000001
2012-10-24,5.704,5.704,5.45,5.484,5.484,5082000,2012,2012-10,-0.034166960197252516,5.7992799999999995,6.194529999999999
2012-10-25,5.56,5.56,5.49,5.504,5.504,2888500,2012,2012-10,0.003646973012399579,5.79176,6.19382
2012-10-26,5.506,5.56,5.404,5.476,5.476,2387000,2012,2012-10,-0.005087209302325535,5.780080000000001,6.19295
2012-10-31,5.54,5.67,5.474,5.626,5.626,3876000,2012,2012-10,0.027392257121986896,5.7725599999999995,6.198289999999999
2012-11-01,5.65,5.898,5.64,5.85,5.85,5120500,2012,2012-11,0.03981514397440433,5.771520000000001,6.200939999999999
2012-11-02,5.854,5.91,5.71,5.784,5.784,5151500,2012,2012-11,-0.011282051282051286,5.77076,6.203049999999999
2012-11-05,5.96,6.316,5.866,6.3,6.3,10244500,2012,2012-11,0.08921161825726132,5.77696,6.20779
2012-11-06,6.122,6.24,5.99,6.23,6.23,11620000,2012,2012-11,-0.01111111111111096,5.778639999999999,6.21234
2012-11-07,6.2,6.41,6.162,6.308,6.308,8572500,2012,2012-11,0.01252006420545726,5.7867999999999995,6.21711
2012-11-08,6.202,6.376,6.188,6.262,6.262,6370000,2012,2012-11,-0.007292327203551108,5.79876,6.220999999999999
2012-11-09,6.12,6.186,5.97,6.064,6.064,4315000,2012,2012-11,-0.031619290961354074,5.80528,6.22335
2012-11-12,6.058,6.284,6.032,6.214,6.214,2779500,2012,2012-11,0.024736147757256077,5.81592,6.22548
2012-11-13,6.258,6.4,6.144,6.322,6.322,4991500,2012,2012-11,0.017380109430318536,5.82872,6.227760000000001
2012-11-14,6.392,6.424,6.24,6.276,6.276,4356500,2012,2012-11,-0.007276178424549196,5.84016,6.22957
2012-11-15,6.26,6.288,6.1,6.164,6.164,4920000,2012,2012-11,-0.017845761631612556,5.85088,6.23132
2012-11-16,6.23,6.4,6.118,6.368,6.368,4543500,2012,2012-11,0.0330953926022064,5.86648,6.233580000000001
2012-11-19,6.414,6.65,6.368,6.584,6.584,6962000,2012,2012-11,0.03391959798994959,5.883959999999999,6.23625
2012-11-20,6.56,6.62,6.382,6.6,6.6,4612500,2012,2012-11,0.002430133657351119,5.89856,6.2381
2012-11-21,6.522,6.694,6.458,6.494,6.494,4816000,2012,2012-11,-0.016060606060605997,5.918959999999999,6.23877
2012-11-23,6.52,6.566,6.34,6.426,6.426,2151500,2012,2012-11,-0.010471204188481575,5.936279999999999,6.239300000000001
2012-11-26,6.42,6.46,6.324,6.454,6.454,2479000,2012,2012-11,0.00435729847494537,5.95224,6.2396400000000005
2012-11-27,6.426,6.532,6.304,6.43,6.43,4554000,2012,2012-11,-0.003718624109079638,5.96292,6.239210000000001
2012-11-28,6.4,6.858,6.382,6.646,6.646,7626000,2012,2012-11,0.03359253499222392,5.97428,6.24134
2012-11-29,6.688,6.8,6.574,6.738,6.738,5517000,2012,2012-11,0.01384291303039431,5.97888,6.243539999999999
2012-11-30,6.726,6.856,6.602,6.764,6.764,7101500,2012,2012-11,0.003858711783912172,5.9888,6.24419
2012-12-03,6.778,7.0,6.7,6.924,6.924,10428500,2012,2012-12,0.023654642223536415,6.00308,6.245209999999999
2012-12-04,6.816,6.96,6.71,6.78,6.78,6316500,2012,2012-12,-0.020797227036395194,6.01508,6.244929999999999
2012-12-05,6.764,6.838,6.716,6.742,6.742,3307500,2012,2012-12,-0.0056047197640118895,6.029839999999999,6.24367
2012-12-06,6.764,6.96,6.7,6.78,6.78,3302000,2012,2012-12,0.005636309700385755,6.042800000000001,6.2430699999999995
2012-12-07,6.86,6.898,6.77,6.834,6.834,3322000,2012,2012-12,0.007964601769911317,6.06884,6.2430200000000005
2012-12-10,6.886,6.96,6.836,6.914,6.914,4649000,2012,2012-12,0.01170617500731641,6.09696,6.243059999999999
2012-12-11,6.92,7.1,6.892,7.056,7.056,7863000,2012,2012-12,0.020538038761932276,6.12412,6.24459
2012-12-12,7.042,7.16,6.99,7.052,7.052,10319000,2012,2012-12,-0.0005668934240363743,6.14804,6.24623
2012-12-13,7.052,7.06,6.55,6.722,6.722,10756500,2012,2012-12,-0.04679523539421426,6.165839999999999,6.246030000000001
2012-12-14,6.756,6.88,6.718,6.762,6.762,5115000,2012,2012-12,0.005950609937518392,6.18188,6.24643
2012-12-17,6.754,6.9,6.75,6.88,6.88,4124500,2012,2012-12,0.01745045844424742,6.202279999999999,6.24642
2012-12-18,6.852,7.014,6.852,6.918,6.918,7769500,2012,2012-12,0.00552325581395352,6.22304,6.24697
2012-12-19,6.95,7.052,6.904,6.922,6.922,6494000,2012,2012-12,0.0005782017924254035,6.24592,6.24781
2012-12-20,6.902,6.958,6.81,6.886,6.886,4606000,2012,2012-12,-0.005200809014735519,6.26664,6.24913
2012-12-21,6.788,6.834,6.716,6.8,6.8,7462000,2012,2012-12,-0.012489108335753785,6.289159999999999,6.25001
2012-12-24,6.728,6.87,6.71,6.856,6.856,1879000,2012,2012-12,0.008235294117647118,6.31268,6.25122
2012-12-26,6.792,6.9,6.7,6.718,6.718,3007000,2012,2012-12,-0.020128354725787667,6.33376,6.250070000000001
2012-12-27,6.7,6.782,6.6,6.738,6.738,2805500,2012,2012-12,0.0029770765108663166,6.35796,6.24775
2012-12-28,6.676,6.73,6.604,6.644,6.644,2070500,2012,2012-12,-0.01395072721875934,6.38152,6.244879999999999
2012-12-31,6.6,6.794,6.6,6.774,6.774,2974500,2012,2012-12,0.019566526189042754,6.40476,6.24346
2013-01-02,7.0,7.09,6.942,7.072,7.072,5974000,2013,2013-01,0.04399173309713622,6.4309199999999995,6.2438199999999995
2013-01-03,7.036,7.09,6.95,6.954,6.954,3710000,2013,2013-01,-0.016685520361991002,6.457840000000001,6.24327
2013-01-04,6.96,6.96,6.784,6.88,6.88,3370000,2013,2013-01,-0.01064135749209083,6.484480000000001,6.24269
2013-01-07,6.96,6.96,6.78,6.868,6.868,2210000,2013,2013-01,-0.0017441860465116088,6.51044,6.24207
2013-01-08,6.9,6.9,6.622,6.736,6.736,6420000,2013,2013-01,-0.01921956901572519,6.5316,6.2406
2013-01-09,6.802,6.838,6.68,6.728,6.728,3490000,2013,2013-01,-0.001187648456057011,6.5564800000000005,6.23984
2013-01-10,6.774,6.798,6.676,6.706,6.706,4612500,2013,2013-01,-0.0032699167657549433,6.580519999999999,6.23929
2013-01-11,6.808,6.808,6.422,6.582,6.582,7816000,2013,2013-01,-0.018490903668356817,6.60264,6.2348
2013-01-14,6.616,6.676,6.57,6.652,6.652,4625500,2013,2013-01,0.010635065329687166,6.62316,6.230119999999999
2013-01-15,6.622,6.85,6.616,6.78,6.78,8121000,2013,2013-01,0.019242333132892364,6.64176,6.226170000000001
2013-01-16,6.77,6.846,6.746,6.82,6.82,6891000,2013,2013-01,0.005899705014749346,6.6624799999999995,6.2229399999999995
2013-01-17,6.832,6.97,6.784,6.876,6.876,7183500,2013,2013-01,0.008211143695014744,6.6739999999999995,6.22008
2013-01-18,6.948,6.956,6.764,6.904,6.904,17775500,2013,2013-01,0.004072134962187279,6.687480000000001,6.21802
2013-01-22,6.912,7.11,6.852,7.038,7.038,9601000,2013,2013-01,0.019409038238702214,6.7020800000000005,6.215199999999999
2013-01-23,7.004,7.248,6.992,7.2,7.2,7821500,2013,2013-01,0.023017902813299296,6.720840000000001,6.2162
2013-01-24,7.2,7.544,7.168,7.398,7.398,9852000,2013,2013-01,0.027499999999999858,6.74752,6.21871
2013-01-25,7.4,7.508,7.36,7.396,7.396,6439000,2013,2013-01,-0.0002703433360367047,6.77116,6.22254
2013-01-28,7.372,7.742,7.372,7.606,7.606,9930000,2013,2013-01,0.02839372633856141,6.7968399999999995,6.228109999999999
2013-01-29,7.62,7.688,7.426,7.59,7.59,7133000,2013,2013-01,-0.0021036024191427583,6.82312,6.23297
2013-01-30,7.57,7.6,7.486,7.504,7.504,4840500,2013,2013-01,-0.011330698287220109,6.84992,6.23705
2013-01-31,7.574,7.574,7.386,7.502,7.502,4507000,2013,2013-01,-0.00026652452025588413,6.8726,6.24097
2013-02-01,7.634,7.7,7.524,7.66,7.66,5503000,2013,2013-02,0.021061050386563585,6.89412,6.24702
2013-02-04,7.68,7.684,7.518,7.548,7.548,5640000,2013,2013-02,-0.014621409921671047,6.91308,6.25252
2013-02-05,7.6,7.73,7.536,7.626,7.626,6551000,2013,2013-02,0.010333863275039823,6.93572,6.2579899999999995
2013-02-06,7.636,7.878,7.58,7.834,7.834,9466000,2013,2013-02,0.027275111460791868,6.9638800000000005,6.263999999999999
2013-02-07,7.838,7.936,7.79,7.896,7.896,5983000,2013,2013-02,0.00791422006637732,6.99272,6.270320000000001
2013-02-08,7.89,8.0,7.828,7.848,7.848,5699000,2013,2013-02,-0.006079027355623157,7.02108,6.27762
2013-02-11,7.596,7.83,7.5,7.684,7.684,16331500,2013,2013-02,-0.020897043832823647,7.04184,6.2842199999999995
2013-02-12,7.69,7.774,7.458,7.578,7.578,11306500,2013,2013-02,-0.013794898490369634,7.0586400000000005,6.289199999999999
2013-02-13,7.66,7.8,7.61,7.69,7.69,4834000,2013,2013-02,0.01477962523093157,7.07716,6.29416
2013-02-14,7.728,7.75,7.642,7.654,7.654,4953500,2013,2013-02,-0.004681404421326474,7.091760000000001,6.29909
2013-02-15,7.7,7.702,7.39,7.408,7.408,10088000,2013,2013-02,-0.03214005748628157,7.104319999999999,6.303000000000001
2013-02-19,7.472,7.858,7.462,7.856,7.856,13507000,2013,2013-02,0.06047516198704095,7.126600000000001,6.3085
2013-02-20,7.86,7.93,7.692,7.708,7.708,15610000,2013,2013-02,-0.018839103869653706,7.14516,6.3130999999999995
2013-02-21,7.298,7.478,6.908,7.032,7.032,45189000,2013,2013-02,-0.0877010897768552,7.149119999999999,6.3158
2013-02-22,7.144,7.278,7.12,7.222,7.222,12736500,2013,2013-02,0.027019340159271987,7.15528,6.320080000000001
2013-02-25,7.23,7.35,6.868,6.876,6.876,14447000,2013,2013-02,-0.04790916643589038,7.15168,6.32199
2013-02-26,6.892,6.992,6.76,6.886,6.886,13814500,2013,2013-02,0.0014543339150667745,7.14836,6.326230000000001
2013-02-27,6.882,7.082,6.88,7.02,7.02,9796000,2013,2013-02,0.019459773453383677,7.15432,6.33127
2013-02-28,7.178,7.22,6.874,6.966,6.966,9824500,2013,2013-02,-0.007692307692307554,7.1584,6.333139999999999
2013-03-01,7.0,7.016,6.85,6.93,6.93,7733000,2013,2013-03,-0.0051679586563307955,7.159400000000001,6.33554
2013-03-04,6.954,7.166,6.94,7.116,7.116,8788500,2013,2013-03,0.026839826839826886,7.16336,6.34106
2013-03-05,7.2,7.384,7.158,7.33,7.33,10435000,2013,2013-03,0.03007307476110177,7.171519999999999,6.348280000000001
2013-03-06,7.402,7.576,7.394,7.538,7.538,5750000,2013,2013-03,0.028376534788540297,7.18456,6.356790000000001
2013-03-07,7.546,7.73,7.376,7.646,7.646,5791500,2013,2013-03,0.014327407800477587,7.20148,6.3664499999999995
2013-03-08,7.612,7.888,7.472,7.694,7.694,4560500,2013,2013-03,0.0062777923097043775,7.218240000000001,6.3773599999999995
2013-03-11,7.774,7.888,7.73,7.82,7.82,7897500,2013,2013-03,0.01637639719261763,7.24028,6.38769
2013-03-12,7.78,7.876,7.77,7.824,7.824,6375500,2013,2013-03,0.000511508951406503,7.262,6.39601
2013-03-13,7.8,7.898,7.762,7.796,7.796,4110000,2013,2013-03,-0.0035787321063394106,7.28504,6.40397
2013-03-14,7.78,7.782,7.354,7.37,7.37,10105000,2013,2013-03,-0.054643406875320655,7.2969599999999994,6.41054
2013-03-15,7.328,7.33,7.042,7.058,7.058,16398000,2013,2013-03,-0.04233378561736778,7.29668,6.41602
2013-03-18,7.06,7.212,6.984,7.03,7.03,6580500,2013,2013-03,-0.0039671294984414684,7.2982,6.41948
2013-03-19,7.05,7.12,6.988,7.016,7.016,5492500,2013,2013-03,-0.0019914651493598834,7.30092,6.42415
2013-03-20,7.052,7.214,7.032,7.19,7.19,7115000,2013,2013-03,0.024800456100342094,7.30736,6.430600000000001
2013-03-21,7.19,7.412,7.148,7.202,7.202,5731500,2013,2013-03,0.0016689847009734304,7.31668,6.43846
2013-03-22,7.24,7.36,7.24,7.324,7.324,2201000,2013,2013-03,0.016939738961399664,7.3286,6.447199999999999
2013-03-25,7.42,7.704,7.354,7.506,7.506,11894000,2013,2013-03,0.024849808847624333,7.344600000000001,6.4568200000000004
2013-03-26,7.596,7.644,7.532,7.572,7.572,9041000,2013,2013-03,0.008792965627497873,7.3644,6.46546
2013-03-27,7.588,7.676,7.462,7.632,7.632,6481500,2013,2013-03,0.007923930269413626,7.3839999999999995,6.474689999999999
2013-03-28,7.646,7.648,7.55,7.578,7.578,5793500,2013,2013-03,-0.007075471698113178,7.39996,6.4825
2013-04-01,8.472,9.336,8.34,8.786,8.786,70492500,2013,2013-04,0.15940881499076265,7.43928,6.49731
2013-04-02,8.72,9.1,8.702,8.868,8.868,33262000,2013,2013-04,0.009333029820168592,7.47912,6.51199
2013-04-03,8.62,8.694,8.042,8.22,8.22,28218000,2013,2013-04,-0.07307171853856564,7.50544,6.52332
2013-04-04,8.222,8.45,8.162,8.402,8.402,11324000,2013,2013-04,0.022141119221410932,7.532719999999999,6.535939999999999
2013-04-05,8.4,8.4,8.1,8.274,8.274,7762000,2013,2013-04,-0.015234467983813338,7.5542,6.5474
2013-04-08,8.394,8.51,8.302,8.366,8.366,8395000,2013,2013-04,0.011119168479574615,7.57356,6.557390000000001
2013-04-09,8.36,8.366,8.066,8.1,8.1,8480500,2013,2013-04,-0.03179536218025336,7.58764,6.5658
2013-04-10,8.14,8.402,8.122,8.372,8.372,10605500,2013,2013-04,0.03358024691358019,7.60296,6.57388
2013-04-11,8.412,8.91,8.35,8.718,8.718,17237000,2013,2013-04,0.04132823698041088,7.625519999999999,6.585279999999999
2013-04-12,8.65,9.028,8.61,8.75,8.75,15747000,2013,2013-04,0.003670566643725559,7.650440000000001,6.59524
2013-04-15,8.7,8.76,8.502,8.66,8.66,8407000,2013,2013-04,-0.010285714285714231,7.6736,6.60543
2013-04-16,8.838,9.228,8.782,9.118,9.118,15902000,2013,2013-04,0.05288683602771371,7.70276,6.619409999999999
2013-04-17,9.1,9.19,8.908,9.09,9.09,10592500,2013,2013-04,-0.0030708488703663495,7.7336,6.632900000000001
2013-04-18,9.196,9.52,9.078,9.394,9.394,16839500,2013,2013-04,0.03344334433443352,7.76896,6.64846
2013-04-19,9.492,9.976,9.414,9.566,9.566,15058500,2013,2013-04,0.01830955929316591,7.8036,6.664999999999999
2013-04-22,9.72,10.04,9.55,10.038,10.038,19697000,2013,2013-04,0.04934141752038457,7.84644,6.68479
2013-04-23,10.2,10.584,10.132,10.202,10.202,18669000,2013,2013-04,0.01633791591950584,7.89352,6.705139999999999
2013-04-24,10.18,10.21,9.796,10.086,10.086,13150000,2013,2013-04,-0.01137031954518719,7.941560000000001,6.72434
2013-04-25,10.1,10.48,10.1,10.4,10.4,13979500,2013,2013-04,0.031132262542137523,7.997999999999999,6.745349999999999
2013-04-26,10.626,10.748,10.124,10.24,10.24,18110500,2013,2013-04,-0.015384615384615441,8.049,6.76506
2013-04-29,10.352,10.998,10.24,10.988,10.988,18198500,2013,2013-04,0.07304687499999996,8.11568,6.78873
2013-04-30,11.2,11.636,10.752,10.798,10.798,27613000,2013,2013-04,-0.017291590826356007,8.183480000000001,6.81121
2013-05-01,11.198,11.198,10.6,10.656,10.656,13714000,2013,2013-05,-0.013150583441377983,8.23948,6.83179
2013-05-02,10.77,11.054,10.74,10.822,10.822,15252000,2013,2013-05,0.015578078078077873,8.30176,6.851649999999999
2013-05-03,11.294,11.294,10.9,10.91,10.91,16893500,2013,2013-05,0.008131583810755849,8.37932,6.87024
2013-05-06,11.278,11.932,11.1,11.9,11.9,21833500,2013,2013-05,0.09074243813015581,8.47288,6.89639
2013-05-07,12.4,12.474,11.024,11.102,11.102,49955000,2013,2013-05,-0.06705882352941173,8.5574,6.9197500000000005
2013-05-08,11.5,11.64,11.142,11.158,11.158,33849500,2013,2013-05,0.0050441361916770955,8.64284,6.94327
2013-05-09,14.024,15.154,12.738,13.88,13.88,143025000,2013,2013-05,0.24395052876859658,8.78004,6.98088
2013-05-10,13.93,16.200001,13.85,15.352,15.352,125413000,2013,2013-05,0.10605187319884712,8.947759999999999,7.02698
2013-05-13,16.198,17.6,15.83,17.559999,17.559999,112084500,2013,2013-05,0.1438248436685774,9.160359979999999,7.084939995000001
2013-05-14,18.844,19.424,16.23,16.648001,16.648001,185819500,2013,2013-05,-0.05193610774123625,9.351,7.13923
2013-05-15,16.360001,17.375999,15.622,16.968,16.968,84393500,2013,2013-05,0.019221466889628225,9.54376,7.195939999999999
2013-05-16,18.940001,19.0,17.732,18.450001,18.450001,108070000,2013,2013-05,0.08734093587930225,9.76200002,7.2586800049999995
2013-05-17,18.5,18.888,17.5,18.299999,18.299999,95011000,2013,2013-05,-0.008130189261236431,9.97508,7.32283
2013-05-20,18.224001,18.5,17.726,17.988001,17.988001,41742000,2013,2013-05,-0.01704907196989458,10.18096002,7.385350004999999
2013-05-21,17.700001,17.997999,17.056,17.518,17.518,44991000,2013,2013-05,-0.026128584271259525,10.37492002,7.446690004999999
2013-05-22,17.274,18.191999,17.1,17.448,17.448,42840000,2013,2013-05,-0.003995889941774244,10.567400020000001,7.507830005000001
2013-05-23,16.962,18.601999,16.610001,18.546,18.546,60111000,2013,2013-05,0.0629298486932599,10.78240002,7.5732900050000005
2013-05-24,18.52,19.59,18.4,19.416,19.416,80621000,2013,2013-05,0.046910384988676945,11.023320019999998,7.642100005
2013-05-28,20.309999,22.15,20.059999,22.066,22.066,98459500,2013,2013-05,0.1364853728883395,11.32348002,7.722180005
2013-05-29,22.709999,22.98,19.799999,20.926001,20.926001,125497500,2013,2013-05,-0.051663146922867775,11.601400040000001,7.797720010000001
2013-05-30,20.492001,21.908001,20.24,20.99,20.99,80668500,2013,2013-05,0.003058348319872506,11.880880040000001,7.87326001
2013-05-31,21.252001,21.288,19.546,19.552,19.552,75860000,2013,2013-05,-0.0685088137208194,12.128120039999999,7.94108001
2013-06-03,19.524,19.524,17.65,18.518,18.518,95698000,2013,2013-06,-0.05288461538461531,12.35444004,8.00250001
2013-06-04,18.549999,19.284,18.48,18.968,18.968,44280500,2013,2013-06,0.024300680419051757,12.58732004,8.06792001
2013-06-05,18.732,19.594,17.822001,19.073999,19.073999,61124000,2013,2013-06,0.00558830662167864,12.818680019999999,8.133890005000001
2013-06-06,19.049999,19.854,19.021999,19.469999,19.469999,47554500,2013,2013-06,0.02076124676319857,13.05664,8.200940000000001
2013-06-07,19.6,20.58,19.34,20.408001,20.408001,53558000,2013,2013-06,0.04817678727153485,13.31216002,8.272970005
2013-06-10,19.785999,20.504,19.714001,20.01,20.01,46143000,2013,2013-06,-0.01950220406202441,13.560800020000002,8.343510004999999
2013-06-11,19.636,19.736,18.809999,18.893999,18.893999,36970000,2013,2013-06,-0.05577216391804096,13.76296,8.40887
2013-06-12,19.360001,20.096001,19.15,19.546,19.546,45963500,2013,2013-06,0.03450836426952275,13.97652,8.47665
2013-06-13,19.799999,19.856001,19.024,19.636,19.636,29808000,2013,2013-06,0.004604522664483746,14.204839999999999,8.5441
2013-06-14,20.0,20.504,19.865999,20.059999,20.059999,32823500,2013,2013-06,0.02159294153595437,14.437999979999999,8.614899995
2013-06-17,20.719999,20.950001,20.24,20.440001,20.440001,35331000,2013,2013-06,0.01894327113376204,14.681319999999998,8.68878
2013-06-18,20.35,20.796,19.84,20.677999,20.677999,43976500,2013,2013-06,0.011643737199425797,14.927559979999998,8.763479994999999
2013-06-19,20.412001,21.334,20.402,20.936001,20.936001,42894500,2013,2013-06,0.012477126050736365,15.18428,8.83975
2013-06-20,20.93,21.426001,19.889999,20.129999,20.129999,50532500,2013,2013-06,-0.03849837416419688,15.41943998,8.911989995
2013-06-21,20.74,20.74,19.5,19.91,19.91,58593000,2013,2013-06,-0.010928912614451725,15.643279979999999,8.983019995
2013-06-24,19.299999,20.573999,19.059999,20.298,20.298,35599000,2013,2013-06,0.01948769462581601,15.87423998,9.056369995
2013-06-25,20.620001,20.84,20.110001,20.48,20.48,29243500,2013,2013-06,0.008966400630604054,16.11063998,9.130829995000001
2013-06-26,20.76,21.174,20.532,21.143999,21.143999,33013000,2013,2013-06,0.032421826171874946,16.35115996,9.20799999
2013-06-27,21.35,22.049999,21.226,21.85,21.85,43724500,2013,2013-06,0.033390135896241846,16.60635996,9.287899990000001
2013-06-28,21.714001,21.888,21.341999,21.472,21.472,28743000,2013,2013-06,-0.01729977116704806,16.84791996,9.36788999
2013-07-01,21.872,23.554001,21.83,23.436001,23.436001,54518000,2013,2013-07,0.09146800484351703,17.12531998,9.457269995
2013-07-02,23.65,24.378,23.1,23.563999,23.563999,60320500,2013,2013-07,0.005461597309199595,17.39583996,9.54680999
2013-07-03,23.6,23.85,22.854,23.048,23.048,24033500,2013,2013-07,-0.021897768710650523,17.65275996,9.63256999
2013-07-05,23.664,24.056,23.139999,24.018,24.018,34093500,2013,2013-07,0.04208608122179802,17.93139996,9.722269990000001
2013-07-08,24.274,24.436001,23.764,24.322001,24.322001,39071000,2013,2013-07,0.01265721542176701,18.20983998,9.811339995
2013-07-09,24.927999,25.063999,24.382,24.690001,24.690001,43016500,2013,2013-07,0.015130334054340278,18.49884,9.90345
2013-07-10,24.638,24.65,24.158001,24.454,24.454,28000500,2013,2013-07,-0.009558565833998833,18.76816,9.99467
2013-07-11,24.976,25.218,24.469999,25.122,25.122,37418000,2013,2013-07,0.027316594422180485,19.05464,10.08938
2013-07-12,25.1,25.988001,24.902,25.98,25.98,56720000,2013,2013-07,0.034153331741103354,19.36112,10.18926
2013-07-15,26.606001,26.652,25.364,25.452,25.452,49612000,2013,2013-07,-0.02032332563510386,19.65372,10.28586
2013-07-16,25.256001,25.264,21.459999,21.809999,21.809999,161859500,2013,2013-07,-0.14309292000628637,19.87171998,10.367249995
2013-07-17,21.304001,24.323999,20.9,24.049999,24.049999,130145000,2013,2013-07,0.10270518581866961,20.11471996,10.45995999
2013-07-18,24.194,24.546,23.236,23.806,23.806,56990500,2013,2013-07,-0.010145488987338358,20.36879996,10.55049999
2013-07-19,23.700001,24.110001,23.302,23.936001,23.936001,29451500,2013,2013-07,0.005460850205830425,20.624359979999998,10.640899995
2013-07-22,23.978001,25.336,23.976,24.486,24.486,48989000,2013,2013-07,0.02297789843842324,20.83647998,10.734169995
2013-07-23,24.799999,25.112,24.364,24.548,24.548,38682000,2013,2013-07,0.002532059135832654,21.020399979999997,10.827109995
2013-07-24,24.893999,24.9,23.912001,24.34,24.34,34345000,2013,2013-07,-0.00847319537233171,21.156000000000002,10.919509994999999
2013-07-25,24.08,24.950001,24.038,24.813999,24.813999,26421500,2013,2013-07,0.019474075595727225,21.31931996,11.01417999
2013-07-26,25.628,26.136,25.322001,25.878,25.878,48165500,2013,2013-07,0.04287906193596602,21.497519959999998,11.114679989999999
2013-07-29,25.864,27.073999,25.65,26.924,26.924,48394500,2013,2013-07,0.04042043434577636,21.66699994,11.22004999
2013-07-30,26.959999,27.497999,25.636,26.348,26.348,65635000,2013,2013-07,-0.02139355222106676,21.827959959999998,11.32341999
2013-07-31,26.514,26.993999,26.290001,26.856001,26.856001,31758500,2013,2013-07,0.01928043874297858,22.00531996,11.429299995
2013-08-01,27.0,27.304001,26.525999,27.110001,27.110001,26618000,2013,2013-08,0.009457848918012823,22.197159980000002,11.53653
2013-08-02,26.917999,27.65,26.722,27.6,27.6,31349500,2013,2013-08,0.018074473696994664,22.400199979999996,11.646889999999999
2013-08-05,28.002001,28.978001,27.93,28.936001,28.936001,51003500,2013,2013-08,0.04840583333333326,22.608,11.764240005
2013-08-06,28.950001,29.146,28.219999,28.43,28.43,46272500,2013,2013-08,-0.017486901524505827,22.78828,11.878330004999999
2013-08-07,28.378,28.389999,26.472,26.846001,26.846001,91061000,2013,2013-08,-0.05571575800211037,22.883880019999996,11.983740010000002
2013-08-08,30.870001,31.775999,30.091999,30.695999,30.695999,136234000,2013,2013-08,0.14341048411642388,23.079279980000003,12.109180005
2013-08-09,30.48,31.190001,30.25,30.6,30.6,44638500,2013,2013-08,-0.0031274108394386824,23.271479980000002,12.234440005000002
2013-08-12,29.886,30.1,28.41,29.476,29.476,74561000,2013,2013-08,-0.0367320261437909,23.46995998,12.353970005
2013-08-13,29.9,29.968,28.889999,29.086,29.086,43744500,2013,2013-08,-0.01323110327045729,23.681319979999998,12.471010005
2013-08-14,28.544001,28.968,27.610001,27.872,27.872,58469000,2013,2013-08,-0.04173829333700052,23.859399980000003,12.582950005
